"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/HanZiCombat/Materials/Game2Material/Target/Wu2Material.Wu2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Wu1Material.Wu1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Wang2Material.Wang2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Wang1Material.Wang1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Ting2Material.Ting2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Ting1Material.Ting1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Ti2Material.Ti2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Ti1Material.Ti1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Sui2Material.Sui2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Sui1Material.Sui1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Shuo2Material.Shuo2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Shuo1Material.Shuo1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Pu2Material.Pu2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Pu1Material.Pu1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Lin2Material.Lin2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Lin1Material.Lin1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Kui2Material.Kui2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Kui1Material.Kui1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Ju2Material.Ju2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Ju1Material.Ju1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Jing2Material.Jing2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Jing1Material.Jing1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Jian2Material.Jian2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Jian1Material.Jian1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Ji2Material.Ji2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Ji1Material.Ji1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Huang2Material.Huang2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Huang1Material.Huang1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Huan1Material.Huan1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Gong4Material.Gong4Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Gong3Material.Gong3Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Gong2Material.Gong2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Gong1Material.Gong1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Fu4Material.Fu4Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Fu3Material.Fu3Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Fu2Material.Fu2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Fu1Material.Fu1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Ci2Material.Ci2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Ci1Material.Ci1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Chui2Material.Chui2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Chui1mATERIAL.Chui1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Bu2Material.Bu2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Bu1Material.Bu1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Bi2Material.Bi2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Huan2Material.Huan2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Bi1Material.Bi1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Ban2Material.Ban2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/Ban1Material.Ban1Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/An2Material.An2Material","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/Target/An1Material.An1Material","21","0","15","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","21","0","44","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","21","0","45","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/RoomMaterial.RoomMaterial","21","0","45","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/BlueMaterial.BlueMaterial","21","0","45","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ChoiceDeskMaterial.ChoiceDeskMaterial","21","0","15","1","0.000000","0","0"
"/AnimationSharing/AnimSharingBase.AnimSharingBase","21","0","30","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/RedButtonMaterial.RedButtonMaterial","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/GreenButtonMaterial.GreenButtonMaterial","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game2Material/FenceMaterial.FenceMaterial","21","45","1","1","149.752609","0","596"
"/Game/HanZiCombat/Materials/Game2Material/Game2HouseMaterial.Game2HouseMaterial","21","0","45","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/BlackMaterial.BlackMaterial","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_9.YuMaterial_9","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_8.YuMaterial_8","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_7.YuMaterial_7","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_6.YuMaterial_6","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_5.YuMaterial_5","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_4.YuMaterial_4","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_3.YuMaterial_3","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_20.YuMaterial_20","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_2.YuMaterial_2","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_19.YuMaterial_19","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_18.YuMaterial_18","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_17.YuMaterial_17","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_16.YuMaterial_16","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_15.YuMaterial_15","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_14.YuMaterial_14","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_13.YuMaterial_13","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_12.YuMaterial_12","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_11.YuMaterial_11","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_10.YuMaterial_10","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Yu/YuMaterial_1.YuMaterial_1","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_9.TuMaterial_9","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_8.TuMaterial_8","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_7.TuMaterial_7","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_6.TuMaterial_6","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_5.TuMaterial_5","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_4.TuMaterial_4","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_3.TuMaterial_3","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_20.TuMaterial_20","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_2.TuMaterial_2","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_19.TuMaterial_19","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_18.TuMaterial_18","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_17.TuMaterial_17","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_16.TuMaterial_16","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_15.TuMaterial_15","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_14.TuMaterial_14","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_13.TuMaterial_13","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_12.TuMaterial_12","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_11.TuMaterial_11","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_10.TuMaterial_10","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Tu/TuMaterial_1.TuMaterial_1","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_9.ShuiMaterial_9","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_8.ShuiMaterial_8","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_7.ShuiMaterial_7","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_6.ShuiMaterial_6","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_5.ShuiMaterial_5","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_4.ShuiMaterial_4","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shui/ShuiMaterial_3.ShuiMaterial_3","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_20.ShuiMaterial_20","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shui/ShuiMaterial_2.ShuiMaterial_2","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_19.ShuiMaterial_19","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_18.ShuiMaterial_18","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_17.ShuiMaterial_17","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_16.ShuiMaterial_16","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_15.ShuiMaterial_15","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_14.ShuiMaterial_14","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_13.ShuiMaterial_13","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_12.ShuiMaterial_12","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_11.ShuiMaterial_11","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/ShuiMaterial/ShuiMaterial_10.ShuiMaterial_10","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shui/ShuiMaterial_1.ShuiMaterial_1","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_9.ShiMaterial_9","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_8.ShiMaterial_8","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_7.ShiMaterial_7","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_6.ShiMaterial_6","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_5.ShiMaterial_5","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_4.ShiMaterial_4","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_3.ShiMaterial_3","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_20.ShiMaterial_20","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_2.ShiMaterial_2","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_19.ShiMaterial_19","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_18.ShiMaterial_18","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_17.ShiMaterial_17","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_16.ShiMaterial_16","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_15.ShiMaterial_15","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_14.ShiMaterial_14","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_13.ShiMaterial_13","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_12.ShiMaterial_12","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_10.ShiMaterial_10","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_1.ShiMaterial_1","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_9.MuMaterial_9","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_8.MuMaterial_8","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_7.MuMaterial_7","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_6.MuMaterial_6","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_5.MuMaterial_5","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_4.MuMaterial_4","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_3.MuMaterial_3","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_20.MuMaterial_20","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_2.MuMaterial_2","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_19.MuMaterial_19","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_18.MuMaterial_18","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_17.MuMaterial_17","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_16.MuMaterial_16","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_15.MuMaterial_15","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_14.MuMaterial_14","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_13.MuMaterial_13","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Shi/ShiMaterial_11.ShiMaterial_11","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_12.MuMaterial_12","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_11.MuMaterial_11","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_10.MuMaterial_10","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/Game1Material/Mu/MuMaterial_1.MuMaterial_1","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/DefaultMaterial.DefaultMaterial","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Models/lambert1.lambert1","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/NewMaterial.NewMaterial","21","0","15","1","0.000000","0","0"
"/Game/HanZiCombat/Materials/GreyMaterial.GreyMaterial","21","0","15","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","0","30","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","0","2","1","0.000000","0","0"
"/OculusVR/Materials/TouchForQuestRiftSControllerMaterial.TouchForQuestRiftSControllerMaterial","24","0","15","1","0.000000","0","0"
"/OculusVR/Materials/touchController_mat.touchController_mat","24","0","30","1","0.000000","0","0"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","24","0","2","1","0.000000","0","0"
